FANG,Date
63.26411437988281,2014-08-08 00:00:00-04:00
63.29676818847656,2014-08-11 00:00:00-04:00
62.112369537353516,2014-08-12 00:00:00-04:00
63.043556213378906,2014-08-13 00:00:00-04:00
61.9653205871582,2014-08-14 00:00:00-04:00
64.08094787597656,2014-08-15 00:00:00-04:00
65.16734313964844,2014-08-18 00:00:00-04:00
65.3470458984375,2014-08-19 00:00:00-04:00
65.5430908203125,2014-08-20 00:00:00-04:00
65.95152282714844,2014-08-21 00:00:00-04:00
65.3307113647461,2014-08-22 00:00:00-04:00
66.4906234741211,2014-08-25 00:00:00-04:00
68.5163803100586,2014-08-26 00:00:00-04:00
67.47083282470703,2014-08-27 00:00:00-04:00
67.96092224121094,2014-08-28 00:00:00-04:00
70.53397369384766,2014-08-29 00:00:00-04:00
67.98544311523438,2014-09-02 00:00:00-04:00
68.48371887207031,2014-09-03 00:00:00-04:00
64.93862915039062,2014-09-04 00:00:00-04:00
64.73441314697266,2014-09-05 00:00:00-04:00
63.23960876464844,2014-09-08 00:00:00-04:00
62.455440521240234,2014-09-09 00:00:00-04:00
62.73318099975586,2014-09-10 00:00:00-04:00
63.60718536376953,2014-09-11 00:00:00-04:00
62.5371208190918,2014-09-12 00:00:00-04:00
62.2757453918457,2014-09-15 00:00:00-04:00
63.89306640625,2014-09-16 00:00:00-04:00
63.46832275390625,2014-09-17 00:00:00-04:00
62.226722717285156,2014-09-18 00:00:00-04:00
61.71212387084961,2014-09-19 00:00:00-04:00
60.00492477416992,2014-09-22 00:00:00-04:00
59.498477935791016,2014-09-23 00:00:00-04:00
60.69106674194336,2014-09-24 00:00:00-04:00
59.30244445800781,2014-09-25 00:00:00-04:00
60.15195083618164,2014-09-26 00:00:00-04:00
62.70050048828125,2014-09-29 00:00:00-04:00
61.08315658569336,2014-09-30 00:00:00-04:00
60.780914306640625,2014-10-01 00:00:00-04:00
61.49156951904297,2014-10-02 00:00:00-04:00
59.62917709350586,2014-10-03 00:00:00-04:00
60.421512603759766,2014-10-06 00:00:00-04:00
58.36308288574219,2014-10-07 00:00:00-04:00
59.72719955444336,2014-10-08 00:00:00-04:00
56.582374572753906,2014-10-09 00:00:00-04:00
52.89026641845703,2014-10-10 00:00:00-04:00
48.36498260498047,2014-10-13 00:00:00-04:00
47.736019134521484,2014-10-14 00:00:00-04:00
48.99394607543945,2014-10-15 00:00:00-04:00
51.55881118774414,2014-10-16 00:00:00-04:00
51.7466926574707,2014-10-17 00:00:00-04:00
52.506343841552734,2014-10-20 00:00:00-04:00
55.128395080566406,2014-10-21 00:00:00-04:00
52.441001892089844,2014-10-22 00:00:00-04:00
54.9078483581543,2014-10-23 00:00:00-04:00
54.924190521240234,2014-10-24 00:00:00-04:00
52.38382339477539,2014-10-27 00:00:00-04:00
55.365272521972656,2014-10-28 00:00:00-04:00
56.42716979980469,2014-10-29 00:00:00-04:00
55.28359603881836,2014-10-30 00:00:00-04:00
55.90439987182617,2014-10-31 00:00:00-04:00
55.04670715332031,2014-11-03 00:00:00-05:00
51.983585357666016,2014-11-04 00:00:00-05:00
53.1026496887207,2014-11-05 00:00:00-05:00
53.764286041259766,2014-11-06 00:00:00-05:00
56.76207733154297,2014-11-07 00:00:00-05:00
54.40141677856445,2014-11-10 00:00:00-05:00
55.13656997680664,2014-11-11 00:00:00-05:00
52.93928146362305,2014-11-12 00:00:00-05:00
52.8984375,2014-11-13 00:00:00-05:00
55.37345886230469,2014-11-14 00:00:00-05:00
52.048927307128906,2014-11-17 00:00:00-05:00
52.579864501953125,2014-11-18 00:00:00-05:00
53.200660705566406,2014-11-19 00:00:00-05:00
54.899688720703125,2014-11-20 00:00:00-05:00
56.96630096435547,2014-11-21 00:00:00-05:00
55.618499755859375,2014-11-24 00:00:00-05:00
54.752655029296875,2014-11-25 00:00:00-05:00
52.9964485168457,2014-11-26 00:00:00-05:00
46.06966018676758,2014-11-28 00:00:00-05:00
45.58773422241211,2014-12-01 00:00:00-05:00
47.24591064453125,2014-12-02 00:00:00-05:00
48.89592361450195,2014-12-03 00:00:00-05:00
47.7686882019043,2014-12-04 00:00:00-05:00
48.02191162109375,2014-12-05 00:00:00-05:00
44.76272964477539,2014-12-08 00:00:00-05:00
46.29838180541992,2014-12-09 00:00:00-05:00
43.82337188720703,2014-12-10 00:00:00-05:00
43.38227844238281,2014-12-11 00:00:00-05:00
42.859493255615234,2014-12-12 00:00:00-05:00
43.6273193359375,2014-12-15 00:00:00-05:00
45.61223602294922,2014-12-16 00:00:00-05:00
48.1689453125,2014-12-17 00:00:00-05:00
48.66721725463867,2014-12-18 00:00:00-05:00
51.10139083862305,2014-12-19 00:00:00-05:00
49.88430404663086,2014-12-22 00:00:00-05:00
50.3989143371582,2014-12-23 00:00:00-05:00
49.157318115234375,2014-12-24 00:00:00-05:00
49.34519577026367,2014-12-26 00:00:00-05:00
49.32068634033203,2014-12-29 00:00:00-05:00
48.90409469604492,2014-12-30 00:00:00-05:00
48.83058547973633,2014-12-31 00:00:00-05:00
48.953102111816406,2015-01-02 00:00:00-05:00
