KHC,Date
67.71123504638672,2017-03-20 00:00:00-04:00
67.37399291992188,2017-03-21 00:00:00-04:00
67.65992736816406,2017-03-22 00:00:00-04:00
67.45463562011719,2017-03-23 00:00:00-04:00
67.21270751953125,2017-03-24 00:00:00-04:00
66.89746856689453,2017-03-27 00:00:00-04:00
67.01476287841797,2017-03-28 00:00:00-04:00
67.07341766357422,2017-03-29 00:00:00-04:00
66.78749084472656,2017-03-30 00:00:00-04:00
66.57488250732422,2017-03-31 00:00:00-04:00
66.75816345214844,2017-04-03 00:00:00-04:00
66.8754653930664,2017-04-04 00:00:00-04:00
67.0220947265625,2017-04-05 00:00:00-04:00
66.67752075195312,2017-04-06 00:00:00-04:00
66.49423217773438,2017-04-07 00:00:00-04:00
66.63353729248047,2017-04-10 00:00:00-04:00
66.58954620361328,2017-04-11 00:00:00-04:00
67.39598846435547,2017-04-12 00:00:00-04:00
67.08074188232422,2017-04-13 00:00:00-04:00
67.139404296875,2017-04-17 00:00:00-04:00
67.81385803222656,2017-04-18 00:00:00-04:00
67.33731079101562,2017-04-19 00:00:00-04:00
67.47663116455078,2017-04-20 00:00:00-04:00
67.15406036376953,2017-04-21 00:00:00-04:00
67.85784912109375,2017-04-24 00:00:00-04:00
67.65992736816406,2017-04-25 00:00:00-04:00
66.65553283691406,2017-04-26 00:00:00-04:00
66.58954620361328,2017-04-27 00:00:00-04:00
66.26697540283203,2017-04-28 00:00:00-04:00
65.59251403808594,2017-05-01 00:00:00-04:00
65.24794006347656,2017-05-02 00:00:00-04:00
65.35057830810547,2017-05-03 00:00:00-04:00
65.76111602783203,2017-05-04 00:00:00-04:00
65.70980072021484,2017-05-05 00:00:00-04:00
65.5998306274414,2017-05-08 00:00:00-04:00
65.39453887939453,2017-05-09 00:00:00-04:00
65.48988342285156,2017-05-10 00:00:00-04:00
65.4532241821289,2017-05-11 00:00:00-04:00
65.21126556396484,2017-05-12 00:00:00-04:00
65.57782745361328,2017-05-15 00:00:00-04:00
65.32858276367188,2017-05-16 00:00:00-04:00
66.0666732788086,2017-05-17 00:00:00-04:00
66.54643249511719,2017-05-18 00:00:00-04:00
66.6349868774414,2017-05-19 00:00:00-04:00
67.2992935180664,2017-05-22 00:00:00-04:00
67.80858612060547,2017-05-23 00:00:00-04:00
68.33999633789062,2017-05-24 00:00:00-04:00
68.50236511230469,2017-05-25 00:00:00-04:00
68.6352310180664,2017-05-26 00:00:00-04:00
68.24404907226562,2017-05-30 00:00:00-04:00
68.0521469116211,2017-05-31 00:00:00-04:00
68.44331359863281,2017-06-01 00:00:00-04:00
69.04117584228516,2017-06-02 00:00:00-04:00
68.9673843383789,2017-06-05 00:00:00-04:00
68.79761505126953,2017-06-06 00:00:00-04:00
69.2109375,2017-06-07 00:00:00-04:00
68.32523345947266,2017-06-08 00:00:00-04:00
67.04095458984375,2017-06-09 00:00:00-04:00
67.35093688964844,2017-06-12 00:00:00-04:00
67.60189056396484,2017-06-13 00:00:00-04:00
67.5059585571289,2017-06-14 00:00:00-04:00
67.64618682861328,2017-06-15 00:00:00-04:00
65.99286651611328,2017-06-16 00:00:00-04:00
66.317626953125,2017-06-19 00:00:00-04:00
65.89691925048828,2017-06-20 00:00:00-04:00
65.98548126220703,2017-06-21 00:00:00-04:00
65.76404571533203,2017-06-22 00:00:00-04:00
65.57953643798828,2017-06-23 00:00:00-04:00
65.64595794677734,2017-06-26 00:00:00-04:00
64.5904769897461,2017-06-27 00:00:00-04:00
64.81929016113281,2017-06-28 00:00:00-04:00
63.29881286621094,2017-06-29 00:00:00-04:00
63.210243225097656,2017-06-30 00:00:00-04:00
62.3466796875,2017-07-03 00:00:00-04:00
61.84477615356445,2017-07-05 00:00:00-04:00
61.12882995605469,2017-07-06 00:00:00-04:00
61.29121017456055,2017-07-07 00:00:00-04:00
61.0919303894043,2017-07-10 00:00:00-04:00
61.81527328491211,2017-07-11 00:00:00-04:00
62.51643371582031,2017-07-12 00:00:00-04:00
62.62715148925781,2017-07-13 00:00:00-04:00
63.21763229370117,2017-07-14 00:00:00-04:00
63.180721282958984,2017-07-17 00:00:00-04:00
63.180721282958984,2017-07-18 00:00:00-04:00
63.247154235839844,2017-07-19 00:00:00-04:00
