JD,Date
21.466907501220703,2016-05-25 00:00:00-04:00
21.644397735595703,2016-05-26 00:00:00-04:00
22.65328598022461,2016-05-27 00:00:00-04:00
22.989582061767578,2016-05-31 00:00:00-04:00
22.223573684692383,2016-06-01 00:00:00-04:00
22.10213279724121,2016-06-02 00:00:00-04:00
21.466907501220703,2016-06-03 00:00:00-04:00
21.784521102905273,2016-06-06 00:00:00-04:00
20.560775756835938,2016-06-07 00:00:00-04:00
19.841474533081055,2016-06-08 00:00:00-04:00
20.280529022216797,2016-06-09 00:00:00-04:00
19.67332649230957,2016-06-10 00:00:00-04:00
19.607934951782227,2016-06-13 00:00:00-04:00
19.523862838745117,2016-06-14 00:00:00-04:00
18.841930389404297,2016-06-15 00:00:00-04:00
19.084808349609375,2016-06-16 00:00:00-04:00
18.804561614990234,2016-06-17 00:00:00-04:00
19.67332649230957,2016-06-20 00:00:00-04:00
19.73871612548828,2016-06-21 00:00:00-04:00
19.804109573364258,2016-06-22 00:00:00-04:00
20.0469913482666,2016-06-23 00:00:00-04:00
19.280981063842773,2016-06-24 00:00:00-04:00
18.907320022583008,2016-06-27 00:00:00-04:00
18.982053756713867,2016-06-28 00:00:00-04:00
19.047443389892578,2016-06-29 00:00:00-04:00
19.832134246826172,2016-06-30 00:00:00-04:00
19.9068660736084,2016-07-01 00:00:00-04:00
19.486495971679688,2016-07-05 00:00:00-04:00
19.038101196289062,2016-07-06 00:00:00-04:00
19.215591430664062,2016-07-07 00:00:00-04:00
19.355714797973633,2016-07-08 00:00:00-04:00
20.327238082885742,2016-07-11 00:00:00-04:00
20.74760627746582,2016-07-12 00:00:00-04:00
20.252504348754883,2016-07-13 00:00:00-04:00
20.252504348754883,2016-07-14 00:00:00-04:00
20.000282287597656,2016-07-15 00:00:00-04:00
20.68221664428711,2016-07-18 00:00:00-04:00
20.94377899169922,2016-07-19 00:00:00-04:00
21.167978286743164,2016-07-20 00:00:00-04:00
20.542091369628906,2016-07-21 00:00:00-04:00
20.476701736450195,2016-07-22 00:00:00-04:00
20.41131019592285,2016-07-25 00:00:00-04:00
20.99983024597168,2016-07-26 00:00:00-04:00
20.88772964477539,2016-07-27 00:00:00-04:00
20.68221664428711,2016-07-28 00:00:00-04:00
20.22447967529297,2016-07-29 00:00:00-04:00
20.40196990966797,2016-08-01 00:00:00-04:00
20.36460304260254,2016-08-02 00:00:00-04:00
20.299211502075195,2016-08-03 00:00:00-04:00
19.96291732788086,2016-08-04 00:00:00-04:00
20.41131019592285,2016-08-05 00:00:00-04:00
20.878389358520508,2016-08-08 00:00:00-04:00
